SMILES,MP,MW,Structure_Cluster,MP_bin,Stratify_Label,cv_fold
CSc1nc2c(s1)cccc2,44.0,181.285,0,0,0_0,9
O=C1C=C[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@]2(C)O)C)C,165.0,300.442,1,2,1_2,1
[O-][N+](=O)c1ccccc1C(=O)N,176.0,166.136,2,3,2_3,7
Cc1ccc(cc1F)S(=O)(=O)Cl,48.0,208.641,2,1,2_1,6
Brc1ccc(c(c1)O)Cl,57.0,207.454,0,1,0_1,6
O=C1OC(c2c1cccc2)Sc1ccccc1,103.0,242.299,5,1,5_1,4
Fc1cc(F)c(c(c1)F)O,50.0,148.083,2,1,2_1,3
CCC(C(C)C)CC,-115.0,114.232,0,0,0_0,2
OC(=O)C1(CC1)C(=O)O,132.0,130.099,2,2,2_2,5
OC1Cc2c1c(F)ccc2,56.0,138.141,0,1,0_1,7
CS(=O)(=O)c1cccs1,48.0,162.235,0,1,0_1,4
CC(=O)c1cc2c(o1)ccc(c2)[N+](=O)[O-],175.0,205.169,2,3,2_3,9
CCCCCCCO,-34.0,116.204,0,0,0_0,1
CCCCCOC(=O)C1=C(C)NC(=O)NC1c1ccco1,166.0,292.335,4,2,4_2,3
Cc1cccc2c1occ2,109.0,132.162,0,2,0_2,8
Nc1ccn(c(=O)n1)C1CCC(O1)CO,217.5,211.221,2,3,2_3,5
C1=CN=NN=NN=C1,146.0,109.092,0,2,0_2,7
BrC/C=C/c1ccccc1,34.0,197.075,0,0,0_0,6
CCCCCc1ccc(cc1)O,24.0,164.248,0,0,0_0,6
COc1c(Cl)cccc1Cl,10.0,177.03,0,0,0_0,2
CC(Cc1ccc(cc1)CC(=O)O)C,86.0,192.258,2,1,2_1,7
CC(OC(=O)Cl)Cl,-65.0,142.969,0,0,0_0,9
CCO/C=N/c1c(sc2c1c(/N=C/OCC)c(s2)C(=O)OCC)C(=O)OCC,267.0,426.516,4,3,4_3,3
COc1c(C/C=C(/CCC(=O)OCCN2CCOCC2)\C)c(O)c2c(c1C)COC2=O,93.5,433.501,4,1,4_1,5
O=C1CCC(=O)C1,152.0,98.101,0,2,0_2,6
O=C1c2ccccc2C(=O)c2c1ccc(c2N)C,205.0,237.258,5,3,5_3,6
ON=C(Cc1ccccc1)Cc1ccccc1,123.0,225.291,5,2,5_2,1
N#Cc1ccnc(c1)C#N,90.0,129.122,0,1,0_1,8
[O-][N+](=O)c1c(C)cccc1[N+](=O)[O-],60.0,182.135,2,1,2_1,5
OC(=O)/C=C/c1cccc(c1)OC(F)(F)F,94.0,232.157,2,1,2_1,4
OCCN(c1nc2cnc(nc2c(n1)N1CCCCC1)N(CCO)CCO)CCO,157.5,421.502,4,2,4_2,0
COc1ccc(cc1F)N,82.0,141.145,0,1,0_1,3
Clc1ccc(cc1Cl)C(Cl)(Cl)Cl,25.8,264.366,0,0,0_0,1
COc1cccc(c1)C(NC(=O)OC(C)(C)C)CC(=O)O,82.0,295.335,2,1,2_1,1
O=C1CCC2C1(C)CCC1C2CCC2C1(C)CCCC2,121.0,274.448,1,2,1_2,7
CCCCCCCCCCCCCC(=O)O,55.0,228.376,3,1,3_1,8
COc1ccc(c(c1)F)C=O,45.0,154.14,2,0,2_0,0
BrCCI,28.0,234.862,0,0,0_0,0
ClC(=O)c1cc(cc(c1)C(=O)Cl)C(=O)Cl,36.0,265.479,2,0,2_0,3
C1CCc2c(C1)cncc2,146.5,133.194,0,2,0_2,5
Cc1ccc(cc1)c1ccc(o1)/C=C/C(=O)c1ccc(o1)C,143.0,292.334,5,2,5_2,8
NNc1cc(cc(c1)C(F)(F)F)C(F)(F)F,82.0,244.138,2,1,2_1,7
CCOC(=O)c1cnc(nc1C(F)(F)F)N,180.0,235.165,2,3,2_3,1
c1ccc(cc1)N/C=N/c1ccccc1,142.0,196.253,5,2,5_2,9
CCCCCCCCCCC(=O)O,28.0,186.295,2,0,2_0,2
COc1ccc(cc1Br)C(=O)O,220.0,231.045,2,3,2_3,7
[O-]/[N+](=N\c1cccc(c1)OC(=O)c1ccccc1)/c1cccc(c1)OC(=O)c1ccccc1,175.0,438.439,4,3,4_3,5
OCC1OC(CC1O)Nc1ccccc1,151.0,209.245,2,2,2_2,4
COC(=O)c1cncn1C,57.0,140.142,2,1,2_1,1
Brc1ccc(nc1)c1ccccc1,74.0,234.096,0,1,0_1,6
CC(=CC1C(C1(C)C)C(=O)O)C,41.0,168.236,2,0,2_0,7
[O-][N+](=O)c1ccc(c(c1)C)Cl,43.0,171.583,0,0,0_0,4
COc1cc(ccc1OC)NC(=O)/C=C\c1ccc(c(c1)O)O,201.0,315.325,4,3,4_3,0
OC(=O)Cc1ccco1,68.5,126.111,2,1,2_1,9
N#CC1C(=S)NC2(C3=C1CCCC3)C(=O)Nc1c2cccc1,222.0,309.394,4,3,4_3,3
c1ncc2c(c1)[nH]cn2,172.0,119.127,0,3,0_3,2
N#C/C(=N\Nc1cccc(c1)O)/c1nc2c(s1)cccc2,175.0,294.339,5,3,5_3,1
O/N=C(/CCc1oc2c(c1c1ccc(o1)C)cc(cc2)Cl)\C,115.0,317.772,5,2,5_2,4
OC(=O)c1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C,208.0,250.338,2,3,2_3,2
O=C(C(c1ccccc1)c1ccccc1)Nc1ccccc1,177.0,287.362,5,3,5_3,2
CC(=O)Nc1ccc(cc1OC(F)(F)F)Br,136.0,298.058,2,2,2_2,0
COc1cc(Cl)c(cc1OC)Cl,83.0,207.056,0,1,0_1,0
O=C1N(N=C(/C/1=N\Nc1cccc(c1)[N+](=O)[O-])C(F)(F)F)c1ccccc1,151.0,377.282,4,2,4_2,0
C1Cc2c(C1)cccc2,-51.0,118.179,0,0,0_0,3
CCOP(OCC)OCC,-112.0,166.157,0,0,0_0,8
Nc1ccc(c(c1)Br)C,27.0,186.052,0,0,0_0,5
COc1cc(F)c(c(c1)F)Br,28.0,223.016,0,0,0_0,9
ClCC(=O)Oc1ccc(cc1)[N+](=O)[O-],94.0,215.592,2,1,2_1,8
OCCC1C(O)C2(C(C1CC2)(C)C)C,83.0,198.306,0,1,0_1,8
OC(=O)C1(C)CCC(C1(C)C)/C=C/c1ccccc1,124.0,258.361,5,2,5_2,7
Nc1ccc(cc1)S(=O)(=O)Nc1ccccn1,191.5,249.295,2,3,2_3,7
CC1CCC(C(C1)OC(=O)C(=Cc1ccccc1)C(=O)c1ccccc1)C(C)C,65.0,390.523,5,1,5_1,5
CCN(C(=O)n1cnc(n1)S(=O)(=O)c1c(C)cc(cc1C)C)CC,115.0,350.444,4,2,4_2,4
O=C1CC(C)(C)CC(=O)C1=NNc1ccccc1,148.0,244.294,5,2,5_2,8
COc1ccc2c(c1)oc(cc2=O)c1ccccc1,110.0,252.269,5,2,5_2,1
COS(=O)(=O)F,-95.0,114.097,0,0,0_0,8
Cc1ccc2c(n1)c(O)ccc2,72.0,159.188,0,1,0_1,6
CNC(=S)NCO,88.0,120.177,0,1,0_1,8
OCC(N(C)C)(C)C,19.0,117.192,0,0,0_0,9
Cc1cc(C)nc(c1)C,-43.0,121.183,0,0,0_0,6
COC(=O)C1=C(C)NC(=C(C1c1ccccc1[N+](=O)[O-])C(=O)OC)C,173.0,346.339,4,3,4_3,6
CC(=O)Oc1ccc(cc1)c1ccc(cc1)OC(=O)C,164.0,270.284,5,2,5_2,8
O=C(C(F)(F)F)C(F)(F)F,-129.0,166.02,2,0,2_0,6
Oc1ccccc1Cl,8.0,128.558,0,0,0_0,2
FC(S(=O)(=O)Oc1ccc(cc1)[N+](=O)[O-])(F)F,52.0,271.172,2,1,2_1,1
C#CCCC#C,-6.0,78.114,0,0,0_0,9
COC(=O)c1ccc(c(c1)Cl)OC,95.0,200.621,2,1,2_1,5
CC12CCC3(CC1CCC1C2CCC2(C1CCC2)C)OCCO3,117.0,318.501,1,2,1_2,7
O=C1CC(=O)NN1c1ccccc1,191.0,176.175,2,3,2_3,6
COc1ccc(cc1)/C=C(\C(=O)N)/C#N,321.0,202.213,2,3,2_3,1
[2H]N(C(=O)N([2H])[2H])[2H],136.0,64.08,2,2,2_2,6
NC(=O)c1cc2c(s1)cccc2,177.0,177.228,2,3,2_3,6
COc1ccccc1Oc1ccccc1,79.0,200.237,5,1,5_1,6
Cc1nnc(c2c1c(C)on2)c1ccccc1,180.0,225.251,5,3,5_3,0
OC(=O)CCc1ccccc1O,87.0,166.176,2,1,2_1,6
CC(=O)Nc1ccccc1/C=C/c1ccccc1,113.0,237.302,5,2,5_2,4
OC(=O)Cc1ccc(cc1C(F)(F)F)Cl,89.0,238.592,2,1,2_1,9
COC(=O)Cc1ccc(c(c1)Cl)Cl,29.0,219.067,2,0,2_0,6
Clc1ccc2c(n1)cccc2,36.0,163.607,0,0,0_0,3
CC(OB(OC(C)C)OC(C)C)C,-59.0,188.076,0,0,0_0,9
CC(=O)C(=C)C,-54.0,84.118,0,0,0_0,5
O=C1CCC2(C(C1)CCC1C2CCC2(C1CC=C2C)C)C,141.0,286.459,1,2,1_2,9
Nc1ccc(cc1)NC(=O)c1ccccc1,129.0,212.252,5,2,5_2,1
OC(=O)/C=C/c1cccc2c1cccc2Br,270.0,277.117,5,3,5_3,5
NNc1ncccc1[N+](=O)[O-],165.0,154.129,2,2,2_2,4
CCOc1ccc(cc1)NC(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,135.0,583.238,4,2,4_2,9
CCCCCCCCCCCCCCCCc1ccccc1,27.0,302.546,3,0,3_0,4
ClC(C(SN1C(=O)C2C(C1=O)CC=CC2)(Cl)Cl)Cl,160.5,349.066,4,2,4_2,1
Cc1cn(c2c1cccc2)C(=O)C,65.0,173.215,0,1,0_1,5
O=C1CCCCCCCCCCCN1,151.5,197.322,0,2,0_2,0
CCCCCCCCCCCCCCCCCN,49.0,255.49,3,1,3_1,6
O/N=C/c1ccc(cc1)F,83.5,139.129,0,1,0_1,2
CCOc1ccc(cc1)NC(=O)CN,101.0,194.234,2,1,2_1,8
CC(=O)CCC(=O)C,-6.0,114.144,0,0,0_0,5
CC(=O)Nc1ccccc1Br,99.0,214.062,0,1,0_1,2
Clc1cc(Br)c(c(c1)Br)N,93.0,285.366,0,1,0_1,3
Cc1c2ccc3c(c2c(c2c1cccc2)C)cccc3,122.5,256.348,5,2,5_2,8
c1ccc(cc1)OCc1nnc2n1nc(s2)/C=C/c1ccccc1,142.0,334.404,5,2,5_2,1
CC(C(=O)O)CN(c1c(I)cc(c(c1I)N)I)C(=O)C,224.0,613.959,4,3,4_3,7
ClC(=O)/C=C/c1ccc(cc1)/C=C/C(=O)Cl,171.0,255.1,2,3,2_3,6
OCCC1CCCCN1,69.0,129.203,0,1,0_1,8
[2H]C(C(C(C(C(C(C(C(C(C([2H])([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H],-30.0,164.42,0,0,0_0,3
OCCN(C(=O)COC(=O)c1ccccc1)CCO,81.0,267.281,2,1,2_1,2
N#Cc1cccc2c1cccc2,36.0,153.184,0,0,0_0,6
O=C1CCC2=C3CCC4(C(C3CCC2=C1)CCC4(C)C(=O)C)C,106.0,312.453,1,2,1_2,0
OCC(C(=O)O)NC(=O)OCc1ccccc1,111.0,239.227,2,2,2_2,3
CC(c1ccccc1)N,32.0,121.183,0,0,0_0,1
Clc1cccc(c1)[N+](=O)[O-],45.0,157.556,0,0,0_0,4
O=C(c1c(F)c(F)c(c(c1F)F)F)c1ccccc1,38.0,272.172,2,0,2_0,6
CCc1ccccc1CC,-31.0,134.222,0,0,0_0,3
CCCCC#CCCCC,-73.0,138.254,0,0,0_0,6
CCCCCC(c1ccc(c(c1)O)O)O,109.0,210.273,2,2,2_2,2
CCC(=O)c1ccc2c(c1)cccc2,60.0,184.238,5,1,5_1,5
Brc1cnc(c(c1)C)Br,45.0,250.921,0,0,0_0,4
O=C1OC(=N/C/1=C\c1ccc(cc1)/C=C\1/N=C(OC1=O)c1ccccc1)c1ccccc1,271.0,420.424,4,3,4_3,1
CCC(Nc1c(cc(cc1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C,60.0,295.339,4,1,4_1,8
OC(=O)/C=C/c1ccc(cc1)Br,262.0,227.057,2,3,2_3,3
CC1=NN(C(=O)/C/1=C\c1cccc(c1)/C=C\1/C(=NN(C1=O)c1ccccc1)C)c1ccccc1,220.0,446.51,4,3,4_3,5
O=C(OC(C)(C)C)N[C@H]1CCCNC1,125.0,200.282,2,2,2_2,9
CC(C(=O)c1ccccc1)C,1.0,148.205,0,0,0_0,4
COc1cccc2c1CC(CC2)C(=O)O,142.0,206.241,2,2,2_2,7
O=C(c1cccc2c1cccc2Br)Nc1ccccc1,217.0,326.193,5,3,5_3,4
Cc1nc2nc(nn2c(c1)c1ccccc1)C(F)(F)F,89.0,278.237,5,1,5_1,2
CCCCC(C(C)C)C,-116.0,128.259,0,0,0_0,9
c1cc2ccc3c4c2c(c1)c1cccc2c1c4c(cc3)cc2,278.0,276.338,5,3,5_3,2
N#Cc1ccc(cc1)Oc1ccccc1,44.0,195.221,5,0,5_0,6
COC(=O)[C@@H]1C[C@H]2N([C@]31C(=O)c1c4c3cccc4ccc1)CCC2,144.85,321.376,4,2,4_2,3
OC(=O)C1CCCC1,-7.0,114.144,0,0,0_0,2
CCCCOC(=O)CC(=O)OCCCC,-83.0,216.277,2,0,2_0,1
CCCC/C=C/CCCC,-112.0,140.27,0,0,0_0,9
CNCC(c1cccc(c1)O)O,170.5,167.208,2,3,2_3,8
S=C=Nc1ccc(cc1)Br,58.0,214.087,0,1,0_1,3
CON(C(=O)Nc1ccc(c(c1)Cl)Cl)C,93.5,249.097,2,1,2_1,4
CC(=O)/C(=N\c1ccccc1)/c1cc(/C(=N/c2ccccc2)/C(=O)C)c(cc1[N+](=O)[O-])[N+](=O)[O-],175.0,458.43,4,3,4_3,4
O[C@@H]([C@@H](C(=O)O)O)C(=O)O,168.0,150.086,2,3,2_3,2
[O-][N+](=O)c1ccc2c(c1)cccn2,153.5,174.159,2,2,2_2,4
N#CCc1cc(ccc1Br)C(F)(F)F,61.0,264.044,2,1,2_1,4
CCC(C(CC)(C)C)C,-101.0,128.259,0,0,0_0,3
CCc1nccc(c1)C(=N)S,163.0,166.249,0,2,0_2,7
Cc1cccc(c1O)C(C)(C)C,31.0,164.248,0,0,0_0,1
O=C1NC(=O)NC(=O)C1Cc1cccc(c1)CC1C(=O)NC(=O)NC1=O,272.0,358.31,4,3,4_3,1
CN(c1ccc(cc1)Cl)[N+](=O)[O-],45.5,186.598,2,0,2_0,8
CC(CC1CCCCC1)C,-95.0,140.27,0,0,0_0,6
CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(CC(C(=O)C(C2C1(C)OC(=O)N2CCCCn1cnc(c1)c1cccnc1)C)C)(C)OC,187.5,812.018,1,3,1_3,1
O=C1c2ccccc2C(=O)c2c1ccc(c2[N+](=O)[O-])C,268.0,267.24,5,3,5_3,6
C=CC(C(=O)O)(C)C,-6.0,114.144,0,0,0_0,5
O=C1CCC2(C(=C1)CCC1C2CCC2(C1CC(C2(O)C(=O)C)O)C)C,225.0,346.467,1,3,1_3,4
OCc1ccccc1O,85.0,124.139,0,1,0_1,9
O=C(C1SC(=S)N(C1=O)c1ccccc1)c1ccccc1,159.0,313.403,5,2,5_2,0
[O-][N+](=O)CC(c1cccc(c1)C(C[N+](=O)[O-])Nc1ccccc1)Nc1ccccc1,127.0,406.442,4,2,4_2,2
O=C1C(c2ccccc2)C(N1c1ccccc1)c1ccccc1,134.0,299.373,5,2,5_2,2
OCC1c2ccccc2-c2c1cccc2,104.0,196.249,5,1,5_1,8
NO[Si](C(C)(C)C)(C)C,64.0,147.294,0,1,0_1,2
O=Cc1cccc(c1)N,30.0,121.139,0,0,0_0,7
CCCC[C@@H](C(=O)O)NC(=O)OCc1ccccc1,57.0,265.309,2,1,2_1,7
O=C1CCC2(C(=C1)C(CC1C2CCC2(C1CCC2(OC(=O)C)C(=O)C)C)C(F)(F)F)C,206.5,440.502,1,3,1_3,7
O=C[C@@H]([C@@H]([C@H]([C@@H](O)C)O)O)O,122.0,164.157,2,2,2_2,6
C=CCc1ccc2c(c1)OCO2,11.2,162.188,0,0,0_0,0
COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@]2(OC)C#C)C,114.35,324.464,1,2,1_2,4
OC(=O)C1(CC1)c1ccc(cc1)Cl,154.0,196.633,2,2,2_2,2
NNC(=S)/C(=N\N)/N,150.0,133.18,0,2,0_2,9
O=C(N1CCCC1C(=O)O)COC(=O)c1ccccc1,116.5,277.276,2,2,2_2,1
Nc1cnccc1I,61.0,220.013,0,1,0_1,9
NC(=O)c1cc(F)c(c(c1F)F)F,133.0,193.099,2,2,2_2,7
Cc1ccc(cc1)S,43.0,124.208,0,0,0_0,7
CNC,-92.0,45.085,0,0,0_0,1
COc1ccc(cc1)C1Sc2ccccc2N(C(=O)C1OC(=O)C)CCN(C)C,209.75,414.527,4,3,4_3,8
SCc1ccccc1,-30.0,124.208,0,0,0_0,4
C[C@]12CC[C@H](CC1)C(O2)(C)C,2.0,154.253,0,0,0_0,9
N#CC1CC2CC1C=C2,13.0,119.167,0,0,0_0,5
CC(=O)n1c(C)c(c2c1cccc2)C,74.0,187.242,0,1,0_1,2
CCOC(=O)/C=C/c1ccc(cc1)/N=[N+](/c1ccc(cc1)/C=C/C(=O)OCC)\[O-],141.0,394.427,4,2,4_2,2
CC(=O)NC1CCNCC1,141.0,142.202,0,2,0_2,6
CSc1ccc(cc1)Br,39.0,203.104,0,0,0_0,1
CCOC(=O)C1=C(C)OC(=C(C1c1ccc(cc1)N(C)C)c1nc2c(s1)cccc2)N,215.0,435.549,4,3,4_3,4
COc1cc[n+](cc1)[O-],102.0,125.127,0,1,0_1,0
Oc1ccccc1C(=O)Oc1ccccc1C(=O)O,135.0,258.229,2,2,2_2,5
NC=N,81.0,44.057,0,1,0_1,7
O=C1C=CC(=O)N1c1ccc(c(c1)Cl)C,146.0,221.643,2,2,2_2,3
CCc1ccc(cc1)C#Cc1ccc(cc1)OC,35.0,236.314,5,0,5_0,1
CC(C(=O)O)Br,25.0,152.975,0,0,0_0,3
BrCC#C,-61.0,118.961,0,0,0_0,5
Clc1ccc(c(c1)F)S(=O)(=O)Cl,36.0,229.059,2,0,2_0,2
Clc1ccc(c(c1O)Cl)C,28.0,177.03,0,0,0_0,7
COc1c(N2CCNC(C2)C)c(F)cc2c1n(cc(c2=O)C(=O)O)C1CC1,183.5,375.4,4,3,4_3,1
O=C1OC(=O)C2(C(C1CC2)(C)C)C,221.0,182.219,2,3,2_3,5
N#CC1(O[Si](C)(C)C)c2ccccc2CCc2c(C1(C#N)O[Si](C)(C)C)cccc2,88.0,434.688,5,1,5_1,9
OCC(C(C(C(C(=O)O)O)O)O)O,131.0,196.155,2,2,2_2,7
N=C(C(Cl)(Cl)Cl)OC(C)(C)C,21.0,218.511,0,0,0_0,1
OCC1OC(C(C1O)O)(CO)n1cnc2c1ncnc2N,212.0,297.271,4,3,4_3,0
CC(=O)Nc1cccc(c1C(=O)O)Cl,217.0,213.62,2,3,2_3,2
CP(=O)O,-40.01,80.023,0,0,0_0,6
O=C(c1ccc(cc1)[N+](=O)[O-])OCCc1ccc(cc1)CCOC(=O)c1ccc(cc1)[N+](=O)[O-],173.0,464.43,4,3,4_3,3
CCCCCCCCC(C(CCCCCCCC(=O)O)O)O,90.0,316.482,3,1,3_1,7
Fc1cccc(c1)N/N=C/1\C(=O)N(N=C1C(F)(F)F)c1ccccc1,106.0,350.275,4,2,4_2,3
O=c1[nH]ccc(c1)OCc1ccccc1,196.0,201.225,2,3,2_3,5
CN(c1cccc2c1cccc2S(=O)(=O)N)C,220.0,250.323,2,3,2_3,1
CNC(=O)C,27.0,73.095,0,0,0_0,1
Clc1ccc(cc1)C(c1ccccc1Cl)(c1cncnc1)O,118.0,331.202,5,2,5_2,0
Clc1cccc(c1)Br,-22.0,191.455,0,0,0_0,6
CCOC(=O)C(NP(=O)(C(NC(=O)CCCCN1C(=O)c2c(C1=O)cccc2)C)OC)CCC(=O)OCC,81.0,553.549,4,1,4_1,7
Cc1cc(C(=O)C)c(cc1C)C,10.0,162.232,0,0,0_0,4
Fc1cccc(c1)c1cccc(c1)F,8.0,190.192,5,0,5_0,3
OCc1cccc2c1cccc2,61.0,158.2,0,1,0_1,2
CCc1nnc2n1[nH]c(c2)c1ccccc1,189.0,212.256,5,3,5_3,9
ClCCCCCCCCCl,-8.0,183.122,0,0,0_0,9
CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OC,63.8,410.727,3,1,3_1,6
CCC1=CCC/C/1=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],220.0,290.279,4,3,4_3,1
CCCCCCC(=O)Cl,-84.0,148.633,0,0,0_0,2
COc1ccc2c(c1)C(C2)C(=O)O,93.0,178.187,2,1,2_1,8
S=C=S,-112.0,76.145,0,0,0_0,5
N#C/C(=N\Nc1cccc(c1)C)/c1scc(n1)c1ccc(cc1)C,133.0,332.432,5,2,5_2,6
CN(c1ccc(cc1)/N=N/c1ccccc1[N+](=O)[O-])C,164.0,270.292,5,2,5_2,4
CC(=O)Nc1cc([N+](=O)[O-])c(c(c1/C=C/c1ccccc1)[N+](=O)[O-])/C=C/c1ccccc1,171.0,429.432,4,3,4_3,8
OC(=O)[C@H](Cc1ccc(cc1)O)N,295.0,181.191,2,3,2_3,2
COc1ccc(cc1F)B(O)O,238.0,169.948,2,3,2_3,7
Cc1nc2ccccc2c(=O)[nH]1,232.0,160.176,2,3,2_3,6
C=CCc1ccc(c(c1)OC)O,-10.0,164.204,0,0,0_0,0
OC(=O)Cc1csc2c1cccc2,110.0,192.239,2,2,2_2,3
COc1c(C)cc(cc1C)N,64.0,151.209,0,1,0_1,5
CCOC(=O)N1CCNC(C1)c1ccccc1,63.0,234.299,2,1,2_1,2
O=Cc1ccc(nc1)OC,51.0,137.138,0,1,0_1,5
COc1ccc(cc1B(O)O)C(C)(C)C,105.0,208.066,2,1,2_1,0
N#C/C(=C/c1ccco1)/c1scc(n1)c1ccc(cc1)Br,174.0,357.232,5,3,5_3,6
ClC#CC1(O)CCC2C1(C)CCC1C2CCC2C1(C)CCCC2,163.0,334.931,1,2,1_2,8
CN(c1ccc(cc1)/C=C/C(=O)c1ccccc1)C,114.0,251.329,5,2,5_2,5
CCCCCCCCCCCCCO,34.0,200.366,3,0,3_0,2
ON=Cc1cccnc1,150.0,122.127,0,2,0_2,5
BrCc1cccc(c1)CBr,75.0,263.96,0,1,0_1,9
CCc1nnc(s1)/N=N/c1c(c2ccccc2)n(c2c1cccc2)C,220.85,347.447,5,3,5_3,7
N#C/C(=N\Nc1cccc(c1)[N+](=O)[O-])/c1scc(n1)c1ccc(cc1)C,226.0,363.402,4,3,4_3,8
Oc1ccc(cc1)N1C(=O)C2C(C1=O)ON=C2C(=O)c1ccc(cc1)[N+](=O)[O-],213.0,381.3,4,3,4_3,9
COc1c(/C=C/C(=O)O)ccc(c1OC)OC,174.0,238.239,2,3,2_3,0
OB(c1cnc(cc1C)Br)O,164.0,215.843,0,2,0_2,9
Oc1ccc(cc1)C(=O)/C=C/c1ccccc1,176.0,224.259,5,3,5_3,2
C=Cc1ccc(cc1)I,44.0,230.048,0,0,0_0,1
Cc1cc(nn1CN(c1ccc(cc1)N(Cn1nc(cc1C)C)Cn1nc(cc1C)C)Cn1nc(cc1C)C)C,175.0,540.72,4,3,4_3,0
CC(c1ccccc1)(c1ccccc1)O,80.0,198.265,5,1,5_1,9
C[Si](N=[N+]=[N-])(C)C,-95.0,115.212,0,0,0_0,4
OC(=O)C(C(C(=O)O)(F)F)(F)F,115.0,190.048,2,2,2_2,8
O=C(C(Cl)Cl)NC1=C(Cl)C(=O)c2c(C1=O)cccc2,212.5,318.543,2,3,2_3,1
CC(c1ccccc1)NC(=O)C(C(F)(F)F)C(F)(F)F,137.0,299.214,2,2,2_2,9
[O-][N+](=O)c1cnccc1N,203.0,139.114,2,3,2_3,1
Clc1ccc(c(c1)C(=O)Nc1ccccc1)O,211.0,247.681,5,3,5_3,6
CCOC(=O)c1cn2nc(cc2nc1C)OP(=S)(OCC)OCC,51.0,373.371,4,1,4_1,1
ClC(C(=O)N(c1ccc(cc1)O)C)Cl,175.0,234.082,2,3,2_3,2
O=C1C=CC2C(C1(C)CC2)(C)C,174.0,164.248,0,3,0_3,0
Clc1ccnc(n1)Cl,60.0,148.98,0,1,0_1,3
[O-][N+](=O)c1ccc(o1)c1n[nH]c(=S)s1,174.0,229.242,2,3,2_3,6
O1CCN(CC1)SSN1CCOCC1,124.5,236.362,0,2,0_2,4
ClCc1cc(C)c(cc1C)CCl,132.0,203.112,0,2,0_2,5
O=C(N(C)C)NC1CC2CC1C1C2CCC1,177.0,222.332,1,3,1_3,8
NC(=O)C(C)(C)C,155.0,101.149,0,2,0_2,7
c1ccc(cc1)c1nccnc1c1ccccc1,121.0,232.286,5,2,5_2,6
O=C(c1ccc(cc1)N)NCCC(=O)O,152.0,208.217,2,2,2_2,1
CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H]1CC[C@]2(C(=CC[C@@H]3[C@@H]2CC[C@]2([C@H]3CC[C@@H]2[C@@H](CCCC(C)C)C)C)C1)C,46.0,651.117,1,0,1_0,9
[O-][N+](=O)c1cc(ccc1C)C(=O)O,189.0,181.147,2,3,2_3,8
COC(=O)c1ccc2c(c1)nsn2,91.0,194.215,2,1,2_1,3
Clc1ccc(c(c1)[N+](=O)[O-])Cl,55.0,192.001,0,1,0_1,8
CCOc1ccc(cc1OC)C(NC(=O)c1ccccc1)NC(=O)c1ccccc1,211.0,404.466,4,3,4_3,0
CC(=O)CCc1ccc(cc1)CCC(=O)C,56.0,218.296,5,1,5_1,3
O=C1C(=CC(=O)c2c1cccc2)Nc1ccccc1,193.0,249.269,5,3,5_3,7
Ic1ccc(c(c1)C(=O)O)O,197.0,264.018,2,3,2_3,4
Clc1ccc(nn1)Cl,68.0,148.98,0,1,0_1,0
Oc1cc(O)c2c(c1)oc(cc2=O)c1ccccc1,287.0,254.241,5,3,5_3,1
COc1ccc(cc1)Br,11.0,187.036,0,0,0_0,6
CC(=O)NC1=NC(=O)/C(=C/c2cc(=O)c3c(o2)cccc3)/N1C,245.0,311.297,4,3,4_3,8
OC(=O)Cc1c(F)cc(cc1F)F,111.0,190.12,2,2,2_2,5
O=Cc1cc(Cl)ccc1OC,77.0,170.595,0,1,0_1,4
Clc1cc(Cl)c(c(c1)Cl)c1c(Cl)cc(c(c1Cl)O)O,113.0,358.435,5,2,5_2,8
CC(C1CCCCC1)CC1CCCCC1,-22.0,208.389,0,0,0_0,2
CCC1(C2=CCCCCC2)C(=NC(=O)N=C1O)O,174.0,250.298,2,3,2_3,7
CN(CC/C=C/1\c2cc(ccc2OCc2c1cccc2)CC(=O)O)C,248.0,337.419,5,3,5_3,5
CCC=O,-81.0,58.08,0,0,0_0,1
N#Cc1ccc2c(c1)cc[nH]2,107.0,142.161,0,2,0_2,2
N#CCc1ccc(cc1)N,44.0,132.166,0,0,0_0,8
O=C(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)Nc1ccc(cc1)[N+](=O)[O-],281.0,384.154,4,3,4_3,1
Nc1ccc(c(c1)Cl)c1ccc(cc1Cl)N,165.0,253.132,5,2,5_2,5
N#C/N=C/1\SCCN1Cc1ccc(nc1)Cl,136.0,252.73,2,2,2_2,7
