SMILES,MP_reported,MP_raw,Source,Source_file,Accepted_for_consensus,MP_quality,Consensus_method,Group_MP_range
COc1cc(C=O)cc(Cl)c1O,164.0,164.0,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,review,median_all,5.400000000000006
COc1cc(C=O)cc(Cl)c1O,164.0,164.0,4,train_without_data_augmentation.csv,True,review,median_all,5.400000000000006
COc1cc(C=O)cc(Cl)c1O,169.4,169.4(6),1,1_ChemXplore_ML_tmp_C.csv,True,review,median_all,5.400000000000006
COc1cc(C=O)cc(OC)c1,46.0,46.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.5
COc1cc(C=O)cc(OC)c1,46.3,46.3,1,1_ChemXplore_ML_tmp_C.csv,True,near_exact,median_all,0.5
COc1cc(C=O)cc(OC)c1,46.3,46.3,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.5
COc1cc(C=O)cc(OC)c1,46.5,46.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.5
COc1cc(C=O)cc(OC)c1O,112.0,112.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,1.0
COc1cc(C=O)cc(OC)c1O,112.5,112.5,2,2_EGNN_melt_point.csv,True,near_exact,median_all,1.0
COc1cc(C=O)cc(OC)c1O,112.5,112.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,1.0
COc1cc(C=O)cc(OC)c1O,113.0,113,1,1_ChemXplore_ML_tmp_C.csv,True,near_exact,median_all,1.0
COc1cc(C=O)cc(OC)c1OC,72.5,72.5,1,1_ChemXplore_ML_tmp_C.csv,True,high_confidence,median_all,2.5
COc1cc(C=O)cc(OC)c1OC,75.0,75,2,2_EGNN_melt_point.csv,True,high_confidence,median_all,2.5
COc1cc(C=O)cc(OC)c1OC,75.0,75.0,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,high_confidence,median_all,2.5
COc1cc(C=O)cc(OC)c1OC,75.0,75.0,4,train_without_data_augmentation.csv,True,high_confidence,median_all,2.5
COc1cc(C=O)ccc1O,81.0,81(1),1,1_ChemXplore_ML_tmp_C.csv,True,near_exact,median_all,1.0
COc1cc(C=O)ccc1O,81.75,81.75,2,2_EGNN_melt_point.csv,True,near_exact,median_all,1.0
COc1cc(C=O)ccc1O,81.75,81.75,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,1.0
COc1cc(C=O)ccc1O,82.0,82.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,1.0
COc1cc(C=O)ccc1OC(C)=O,76.0,76,2,2_EGNN_melt_point.csv,True,high_confidence,median_all,2.0
COc1cc(C=O)ccc1OC(C)=O,76.0,76.0,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,high_confidence,median_all,2.0
COc1cc(C=O)ccc1OC(C)=O,76.0,76.0,4,train_without_data_augmentation.csv,True,high_confidence,median_all,2.0
COc1cc(C=O)ccc1OC(C)=O,78.0,78,1,1_ChemXplore_ML_tmp_C.csv,True,high_confidence,median_all,2.0
COc1cc(CC(=O)O)c([N+](=O)[O-])cc1OC,111.5,111.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,False,unresolved,unresolved,95.5
COc1cc(CC(=O)O)c([N+](=O)[O-])cc1OC,207.0,207.0,4,train_without_data_augmentation.csv,False,unresolved,unresolved,95.5
COc1cc(CC(=O)O)ccc1O,143.0,143.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.5
COc1cc(CC(=O)O)ccc1O,143.2,143.2,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.5
COc1cc(CC(=O)O)ccc1O,143.2,143.2,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.5
COc1cc(CC(=O)O)ccc1O,143.5,143.5,1,1_ChemXplore_ML_tmp_C.csv,True,near_exact,median_all,0.5
COc1cc(CCC(C)=O)ccc1O,40.5,40.5,1,1_ChemXplore_ML_tmp_C.csv,True,near_exact,median_all,0.5
COc1cc(CCC(C)=O)ccc1O,40.625,40.625,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.5
COc1cc(CCC(C)=O)ccc1O,40.75,40.75,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.5
COc1cc(CCC(C)=O)ccc1O,41.0,41.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.5
COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,65.5,65.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.5
COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,66.0,66.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.5
COc1cc(CO)cc(OC)c1O,130.5,130.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.5
COc1cc(CO)cc(OC)c1O,131.0,131,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.5
COc1cc(CO)cc(OC)c1O,131.0,131.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.5
COc1cc(CO)ccc1O,114.0,114.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,1.0
COc1cc(CO)ccc1O,114.415,114.415,2,2_EGNN_melt_point.csv,True,near_exact,median_all,1.0
COc1cc(CO)ccc1O,114.5,114.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,1.0
COc1cc(CO)ccc1O,115.0,115,1,1_ChemXplore_ML_tmp_C.csv,True,near_exact,median_all,1.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,199.0,199,1,1_ChemXplore_ML_tmp_C.csv,True,high_confidence,median_all,2.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,200.7,200.7,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,high_confidence,median_all,2.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,201.0,201,2,2_EGNN_melt_point.csv,True,high_confidence,median_all,2.0
COc1cc(Cl)c(Cl)c(Cl)c1Cl,84.0,84,2,2_EGNN_melt_point.csv,True,high_confidence,median_all,2.0
COc1cc(Cl)c(Cl)c(Cl)c1Cl,84.0,84.0,4,train_without_data_augmentation.csv,True,high_confidence,median_all,2.0
COc1cc(Cl)c(Cl)c(Cl)c1Cl,86.0,86.0,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,high_confidence,median_all,2.0
COc1cc(Cl)c(OC)cc1Cl,131.2,131.2(3),1,1_ChemXplore_ML_tmp_C.csv,True,high_confidence,median_all,2.8000000000000114
COc1cc(Cl)c(OC)cc1Cl,134.0,134,2,2_EGNN_melt_point.csv,True,high_confidence,median_all,2.8000000000000114
COc1cc(Cl)c(OC)cc1Cl,134.0,134.0,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,high_confidence,median_all,2.8000000000000114
COc1cc(Cl)c(OC)cc1Cl,134.0,134.0,4,train_without_data_augmentation.csv,True,high_confidence,median_all,2.8000000000000114
COc1cc(Cl)c(OC)cc1N,119.5,119.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.5
COc1cc(Cl)c(OC)cc1N,120.0,120,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.5
COc1cc(Cl)c(OC)cc1N,120.0,120.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.5
COc1cc(Cl)cc(Cl)c1,40.5,40.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.5
COc1cc(Cl)cc(Cl)c1,40.67,40.67,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.5
COc1cc(Cl)cc(Cl)c1,41.0,41.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.5
COc1cc(Cl)cc(OC)c1,34.0,34.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.5
COc1cc(Cl)cc(OC)c1,34.5,34.5,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.5
COc1cc(Cl)cc(OC)c1,34.5,34.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.5
COc1cc(Cl)ccc1C(=O)O,146.5,146.5,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.5
COc1cc(Cl)ccc1C(=O)O,146.5,146.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.5
COc1cc(Cl)ccc1C(=O)O,147.0,147.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.5
COc1cc(Cl)ccc1N,51.0,51.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,1.0
COc1cc(Cl)ccc1N,51.5,51.5,2,2_EGNN_melt_point.csv,True,near_exact,median_all,1.0
COc1cc(Cl)ccc1N,51.5,51.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,1.0
COc1cc(Cl)ccc1N,52.0,52,1,1_ChemXplore_ML_tmp_C.csv,True,near_exact,median_all,1.0
COc1cc(Cl)ccc1O,16.625,16.625,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.375
COc1cc(Cl)ccc1O,16.75,16.75,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.375
COc1cc(Cl)ccc1O,17.0,17.0,4,test_predictions.csv,True,near_exact,median_all,0.375
COc1cc(Cl)nc(OC)n1,72.0,72,2,2_EGNN_melt_point.csv,True,high_confidence,median_all,3.0
COc1cc(Cl)nc(OC)n1,72.0,72.0,4,train_without_data_augmentation.csv,True,high_confidence,median_all,3.0
COc1cc(Cl)nc(OC)n1,75.0,75.0,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,high_confidence,median_all,3.0
COc1cc(F)c(CBr)c(F)c1,44.5,44.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.5
COc1cc(F)c(CBr)c(F)c1,45.0,45,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.5
COc1cc(F)c(CBr)c(F)c1,45.0,45.0,4,test_predictions.csv,True,near_exact,median_all,0.5
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,110.0,110,2,2_EGNN_melt_point.csv,True,exact,dominant_cluster,22.0
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,110.0,110.0,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,exact,dominant_cluster,22.0
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,110.0,110.0,4,train_without_data_augmentation.csv,True,exact,dominant_cluster,22.0
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,132.0,132,1,1_ChemXplore_ML_tmp_C.csv,False,exact,dominant_cluster,22.0
COc1cc(N)cc(OC)c1OC,111.5,111.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,high_confidence,median_all,1.2999999999999972
COc1cc(N)cc(OC)c1OC,112.0,112,2,2_EGNN_melt_point.csv,True,high_confidence,median_all,1.2999999999999972
COc1cc(N)cc(OC)c1OC,112.0,112.0,4,train_without_data_augmentation.csv,True,high_confidence,median_all,1.2999999999999972
COc1cc(N)cc(OC)c1OC,112.8,112.8,1,1_ChemXplore_ML_tmp_C.csv,True,high_confidence,median_all,1.2999999999999972
COc1cc(N)ccc1C,57.25,57.25,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.75
COc1cc(N)ccc1C,57.25,57.25,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.75
COc1cc(N)ccc1C,58.0,58.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.75
COc1cc(N=C=S)cc(OC)c1,50.5,50.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.5
COc1cc(N=C=S)cc(OC)c1,51.0,51,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.5
COc1cc(N=C=S)cc(OC)c1,51.0,51.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.5
COc1cc(NC(=O)CC(C)=O)c(OC)cc1Cl,105.5,105.5,2,2_EGNN_melt_point.csv,True,high_confidence,median_all,1.5
COc1cc(NC(=O)CC(C)=O)c(OC)cc1Cl,105.5,105.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,high_confidence,median_all,1.5
COc1cc(NC(=O)CC(C)=O)c(OC)cc1Cl,107.0,107,1,1_ChemXplore_ML_tmp_C.csv,True,high_confidence,median_all,1.5
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,203.5,203.5,1,1_ChemXplore_ML_tmp_C.csv,True,near_exact,median_all,0.5
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,203.5,203.5,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.5
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,203.5,203.5,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.5
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,204.0,204.0,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.5
COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O,145.0,145,2,2_EGNN_melt_point.csv,True,exact,dominant_cluster,25.0
COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O,145.0,145.0,4,train_without_data_augmentation.csv,True,exact,dominant_cluster,25.0
COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O,170.0,170.0,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,False,exact,dominant_cluster,25.0
COc1cc(O)c2c(=O)c(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)c(-c3ccc(O)c(O)c3)oc2c1,186.75,186.75,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.25
COc1cc(O)c2c(=O)c(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)c(-c3ccc(O)c(O)c3)oc2c1,187.0,187.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.25
COc1cc(O)cc(OC)c1,37.0,37,1,1_ChemXplore_ML_tmp_C.csv,True,review,median_all,9.0
COc1cc(O)cc(OC)c1,42.25,42.25,2,2_EGNN_melt_point.csv,True,review,median_all,9.0
COc1cc(O)cc(OC)c1,46.0,46.0,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,review,median_all,9.0
COc1cc(O)cc(OC)c1,46.0,46.0,4,train_without_data_augmentation.csv,True,review,median_all,9.0
COc1cc(O)cc(OC)c1OC,146.0,146,2,2_EGNN_melt_point.csv,True,high_confidence,median_all,1.5
COc1cc(O)cc(OC)c1OC,146.0,146.0,4,train_without_data_augmentation.csv,True,high_confidence,median_all,1.5
COc1cc(O)cc(OC)c1OC,147.5,147.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,high_confidence,median_all,1.5
COc1cc(O)ccc1O,89.0,89.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.5
COc1cc(O)ccc1O,89.5,89.5,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.5
COc1cc(O)ccc1O,89.5,89.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.5
COc1cc(OC)c(C#N)c(OC)c1,142.0,142,2,2_EGNN_melt_point.csv,True,high_confidence,median_all,1.5
COc1cc(OC)c(C#N)c(OC)c1,142.0,142.0,4,train_without_data_augmentation.csv,True,high_confidence,median_all,1.5
COc1cc(OC)c(C#N)c(OC)c1,143.5,143.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,high_confidence,median_all,1.5
COc1cc(OC)c(C(=O)O)cc1OC,144.0,144.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,1.0
COc1cc(OC)c(C(=O)O)cc1OC,144.5,144.5,2,2_EGNN_melt_point.csv,True,near_exact,median_all,1.0
COc1cc(OC)c(C(=O)O)cc1OC,144.5,144.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,1.0
COc1cc(OC)c(C(=O)O)cc1OC,145.0,145(1),1,1_ChemXplore_ML_tmp_C.csv,True,near_exact,median_all,1.0
COc1cc(OC)c(C=O)c(OC)c1,120.3333333,120.3333333,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.6666666999999933
COc1cc(OC)c(C=O)c(OC)c1,120.5,120.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.6666666999999933
COc1cc(OC)c(C=O)c(OC)c1,121.0,121.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.6666666999999933
COc1cc(OC)c(Cl)cc1N,90.5,90.5,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.5
COc1cc(OC)c(Cl)cc1N,90.5,90.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.5
COc1cc(OC)c(Cl)cc1N,91.0,91,1,1_ChemXplore_ML_tmp_C.csv,True,near_exact,median_all,0.5
COc1cc(OC)c(OC)cc1C=O,113.0,113.0,4,test_predictions.csv,True,near_exact,median_all,1.0
COc1cc(OC)c(OC)cc1C=O,113.5,113.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,1.0
COc1cc(OC)c(OC)cc1C=O,113.685,113.685,2,2_EGNN_melt_point.csv,True,near_exact,median_all,1.0
COc1cc(OC)c(OC)cc1C=O,114.0,114,1,1_ChemXplore_ML_tmp_C.csv,True,near_exact,median_all,1.0
COc1cc(OC)c([N+](=O)[O-])c(OC)c1,151.5,151.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.5
COc1cc(OC)c([N+](=O)[O-])c(OC)c1,152.0,152.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.5
COc1cc(OC)c2c(c1)C(O)OC2=O,184.75,184.75,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.25
COc1cc(OC)c2c(c1)C(O)OC2=O,185.0,185.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.25
COc1cc(OC)c2ccc(=O)oc2c1,148.0,148.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,1.0
COc1cc(OC)c2ccc(=O)oc2c1,148.5,148.5,2,2_EGNN_melt_point.csv,True,near_exact,median_all,1.0
COc1cc(OC)c2ccc(=O)oc2c1,148.5,148.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,1.0
COc1cc(OC)c2ccc(=O)oc2c1,149.0,149,1,1_ChemXplore_ML_tmp_C.csv,True,near_exact,median_all,1.0
COc1cc(OC)cc(C(=O)O)c1,184.0,184.0,4,train_without_data_augmentation.csv,True,high_confidence,median_all,1.5
COc1cc(OC)cc(C(=O)O)c1,184.8,184.8,2,2_EGNN_melt_point.csv,True,high_confidence,median_all,1.5
COc1cc(OC)cc(C(=O)O)c1,184.8,184.8,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,high_confidence,median_all,1.5
COc1cc(OC)cc(C(=O)O)c1,185.5,185.5,1,1_ChemXplore_ML_tmp_C.csv,True,high_confidence,median_all,1.5
COc1cc(OC)cc(C(C)=O)c1,37.75,37.75,2,2_EGNN_melt_point.csv,True,high_confidence,median_all,2.25
COc1cc(OC)cc(C(C)=O)c1,40.0,40.0,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,high_confidence,median_all,2.25
COc1cc(OC)cc(C(C)=O)c1,40.0,40.0,4,train_without_data_augmentation.csv,True,high_confidence,median_all,2.25
COc1cc(OC)cc(OC)c1,52.0,52.0,4,train_without_data_augmentation.csv,True,high_confidence,median_all,2.5
COc1cc(OC)cc(OC)c1,53.21,53.21,2,2_EGNN_melt_point.csv,True,high_confidence,median_all,2.5
COc1cc(OC)cc(OC)c1,53.25,53.25,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,high_confidence,median_all,2.5
COc1cc(OC)cc(OC)c1,54.5,54.5,1,1_ChemXplore_ML_tmp_C.csv,True,high_confidence,median_all,2.5
COc1cc(OC)nc(NC(=O)NS(=O)(=O)N(C)S(C)(=O)=O)n1,161.5,161.5,4,train_without_data_augmentation.csv,False,unresolved,unresolved,17.5
COc1cc(OC)nc(NC(=O)NS(=O)(=O)N(C)S(C)(=O)=O)n1,179.0,179.0,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,False,unresolved,unresolved,17.5
COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(=O)N(C)C)n1,142.0,142,2,2_EGNN_melt_point.csv,True,high_confidence,dominant_cluster,30.0
COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(=O)N(C)C)n1,142.0,142.0,4,train_without_data_augmentation.csv,True,high_confidence,dominant_cluster,30.0
COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(=O)N(C)C)n1,145.0,145.0,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,high_confidence,dominant_cluster,30.0
COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(=O)N(C)C)n1,172.0,172,1,1_ChemXplore_ML_tmp_C.csv,False,high_confidence,dominant_cluster,30.0
COc1cc([N+](=O)[O-])ccc1C#N,178.5,178.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.5
COc1cc([N+](=O)[O-])ccc1C#N,179.0,179.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.5
COc1cc([N+](=O)[O-])ccc1N,140.0,140.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,1.0
COc1cc([N+](=O)[O-])ccc1N,140.5,140.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,1.0
COc1cc([N+](=O)[O-])ccc1N,141.0,141.0,1,1_ChemXplore_ML_tmp_C.csv,True,near_exact,median_all,1.0
COc1cc2c(N)nc(N3CCN(C(=O)OCC(C)(C)O)CC3)nc2c(OC)c1OC,158.0,158.0,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.25
COc1cc2c(N)nc(N3CCN(C(=O)OCC(C)(C)O)CC3)nc2c(OC)c1OC,158.25,158.25,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.25
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,155.0,155,2,2_EGNN_melt_point.csv,True,near_exact,median_all,1.0
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,156.0,156,1,1_ChemXplore_ML_tmp_C.csv,True,near_exact,median_all,1.0
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C=COC1O2,268.0,268,1,1_ChemXplore_ML_tmp_C.csv,True,near_exact,median_all,0.5
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C=COC1O2,268.5,268.5,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.5
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C=COC1O2,268.5,268.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.5
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C=COC1O2,268.5,268.5,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.5
COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)C1CCOC1O2,238.5,238.5,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.8000000000000114
COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)C1CCOC1O2,238.5,238.5,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.8000000000000114
COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)C1CCOC1O2,238.5,238.5,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.8000000000000114
COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)C1CCOC1O2,239.3,239.3,1,1_ChemXplore_ML_tmp_C.csv,True,near_exact,median_all,0.8000000000000114
COc1cc2c(cc1O)C(Cc1ccc(O)cc1)NCC2,220.0,220,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.5
COc1cc2c(cc1O)C(Cc1ccc(O)cc1)NCC2,220.0,220.0,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.5
COc1cc2c(cc1O)C(Cc1ccc(O)cc1)NCC2,220.0,220.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.5
COc1cc2c(cc1O)C(Cc1ccc(O)cc1)NCC2,220.5,220.5,1,1_ChemXplore_ML_tmp_C.csv,True,near_exact,median_all,0.5
COc1cc2c(cc1O)CN(C1CC=CC(=O)C1)CC2,255.8,255.8,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.19999999999998863
COc1cc2c(cc1O)CN(C1CC=CC(=O)C1)CC2,256.0,256.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.19999999999998863
COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1C(C2)N(C)CC3,113.0,113,2,2_EGNN_melt_point.csv,True,review,median_all,7.0
COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1C(C2)N(C)CC3,113.0,113.0,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,review,median_all,7.0
COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1C(C2)N(C)CC3,120.0,120,1,1_ChemXplore_ML_tmp_C.csv,True,review,median_all,7.0
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,206.7,206.7,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.020000000000010232
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,206.72,206.72,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.020000000000010232
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,206.72,206.72,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.020000000000010232
COc1cc2c(cc1OC)C(=O)CC2,119.0,119,2,2_EGNN_melt_point.csv,True,near_exact,median_all,0.5
COc1cc2c(cc1OC)C(=O)CC2,119.0,119.0,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,near_exact,median_all,0.5
COc1cc2c(cc1OC)C(=O)CC2,119.0,119.0,4,train_without_data_augmentation.csv,True,near_exact,median_all,0.5
COc1cc2c(cc1OC)C(=O)CC2,119.5,119.5,1,1_ChemXplore_ML_tmp_C.csv,True,near_exact,median_all,0.5
COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,280.0,280.0,3,3_PATENTS_ochem_enamine_bradley_begstr_m_training_.parquet,True,review,median_all,9.5
COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,289.5,289.5,4,train_without_data_augmentation.csv,True,review,median_all,9.5
